Co_Ref,Renewal_Month,Discount_Amount,Sustainability_Score,Total_Renewal_Score_New,Last_Years_Price,Auto_Renewal_Score,Status_Scores,Anchoring_Score,Tenure_Scores,Proforma_Auto_Renewal,Proforma_World_Pay_Token,Proforma_Date,Current_Anchorings,Current_Anchor_List,Payment_Timeframe,Registration_Date,Proforma_Account_Stage,Proforma_Audit_Status,Current_Auto_Renewal_Flag,Current_World_Pay_Token,Renewal_Score_At_Release,Proforma_Membership_Status,Proforma_Approved_Lists,Tenure_Years,Band,Prospect_Renewal_Date,Closed_Date,Prospect_Status,Starting_Net,Starting_Vat,Starting_Gross,Starting_Membership_Net,Starting_Package_Net,Starting_PQQ_Net,Gross,Membership_Net,Package_Net,PQQNet,Total_Net_Paid,Prospect_Outcome,Payment_Method,Amount,Total_Amount,Connection_Group,Tenure_Group,#_of_Connection,Last_Renewal,Last_Band,Last_Total_Net_Paid,Last_Connections,Anchor_Group,Renewal_Year,DateTime_Out
MS1856,01-03-2026,0,9.5,45.5,1428.0,9,9,9.5,8.5,True,True,07-01-2026,3,"Mitie, Sodexo Limited, Norse Group Limited",,31-03-2023,Published,Accredited,y,y,27.0,Accredited,3.0,3.0,Band D,31-03-2026,,Intention to Proceed,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,3,3.0,01-03-2025,Band D,1159.0,3.0,3,2026,01-03-2026
FC7990,01-04-2026,0,9.5,45.5,1428.0,8,9,9.5,9.5,True,False,11-02-2026,3,"Mitie, AB Agri, Brenntag UK Limited",,13-04-2010,Published,Accredited,y,n,28.0,Accredited,3.0,16.0,Band D,14-04-2026,,Intention to Proceed,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-04-2025,Band D,1159.0,12.0,3,2026,01-04-2026
TJ4402,01-04-2026,0,9.0,44.0,1428.0,8,8,9.5,9.5,True,False,11-02-2026,3,"OCS Group UK Limited, Savills UK Limited, Salvation Army Housing Association",,23-04-2011,Membership Only,Failed- Renewal Additional Information Not Received,y,n,25.0,Member Only,3.0,15.0,Band D,24-04-2026,,Attempted Contact,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-04-2025,Band D,1159.0,4.0,3,2026,01-04-2026
VN7601,01-04-2026,0,9.5,45.5,1428.0,8,9,9.5,9.5,True,False,11-02-2026,3,"Gatwick Airport, Bidwells LLP, Birmingham Airport",,08-04-2013,Published,Accredited,y,n,28.0,Accredited,3.0,13.0,Band D,08-04-2026,,Intention to Proceed,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-04-2025,Band D,1159.0,3.0,3,2026,01-04-2026
WR3444,01-03-2026,0,8.0,41.0,1428.0,8,7,9.5,8.5,True,False,07-01-2026,3,"Bellrock Group, City Facilities Management Holding (UK) Limited, Greggs Plc",,24-03-2022,Membership Only,Failed- Initial additional info not received,y,n,24.5,Member Only,3.0,4.0,Band D,24-03-2026,,Intention to Proceed,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-03-2025,Band D,1159.0,2.0,3,2026,01-03-2026
JG5438,01-04-2026,0,8.0,41.5,1428.0,8,7,9.0,9.5,False,False,11-02-2026,2,"Bellrock Group, Asda",,24-04-2019,Membership Only,Failed- Initial additional info not received,y,n,25.0,Member Only,3.0,7.0,Band D,24-04-2026,,Attempted Contact,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-04-2025,Band D,1159.0,2.0,3,2026,01-04-2026
CF3095,01-03-2026,0,8.0,45.0,1428.0,9,9,9.5,9.5,True,True,09-01-2026,4,"Rendall & Rittner, FirstPort, Lee Baron, RMG Property Management",,13-03-2014,Published,Accredited,y,y,28.0,Accredited,3.0,12.0,Band D,13-03-2026,,Attempted Contact,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-03-2025,Band D,1159.0,5.0,3,2026,01-03-2026
UA8236,01-03-2026,0,9.5,45.5,1428.0,9,9,9.5,8.5,True,True,07-01-2026,4,"Rendall & Rittner, Colliers International, Pest Control Partnership, Kinleigh Ltd (Block Management Division)",,21-03-2023,Published,Accredited,y,y,27.0,Accredited,3.0,3.0,Band D,21-03-2026,,Attempted Contact,1428,285.6,1713.6,1214,0,135,1713.6,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,3,3.0,01-03-2025,Band D,1159.0,3.0,3,2026,01-03-2026
NT0410,01-04-2026,0,8.0,43.0,1428.0,9,8,9.5,8.5,True,True,11-02-2026,3,"CBRE, Mitie, Colliers International",,08-04-2022,Renewal Process,Renewal Questionnaire Received,y,y,26.0,In Progress,3.0,4.0,Band D,08-04-2026,,Contact Made,1428,0.0,1428.0,1214,0,135,1428.0,1214.0,0.0,135,,Open,UNKNOWN,1428,1428.0,3,4+,3.0,01-04-2025,Band D,1159.0,2.0,3,2026,01-04-2026
PG7462,01-04-2026,0,8.0,44.0,1568.0,9,9,9.5,8.5,True,True,11-02-2026,3,"CBRE, Nestle UK Ltd, Dale Farm Ltd",,05-04-2022,Published,Accredited,y,y,27.5,Accredited,3.0,4.0,Band D,05-04-2026,,Intention to Proceed,1568,0.0,1568.0,1214,140,135,1568.0,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-04-2025,Band D,1279.0,2.0,3,2026,01-04-2026
IR7939,01-04-2026,0,9.0,45.0,1568.0,8,9,9.5,9.5,True,False,11-02-2026,3,"Unilever UK Group Ltd, Procter & Gamble Product Supply UK Ltd, British Sugar",,26-04-2010,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,3.0,16.0,Band D,26-04-2026,,Attempted Contact,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-04-2025,Band D,1279.0,3.0,3,2026,01-04-2026
CH1645,01-04-2026,0,8.0,44.0,1568.0,8,9,9.5,9.5,True,False,11-02-2026,3,"Knight Frank LLP, Canary Wharf Management Limited, Global Media",,17-04-2015,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,3.0,11.0,Band D,17-04-2026,,Intention to Proceed,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-04-2025,Band D,1279.0,6.0,3,2026,01-04-2026
CP1194,01-04-2026,0,9.5,46.0,1568.0,9,9,9.5,9.0,True,True,11-02-2026,3,"Savills UK Limited, Circle Health Group, Envirotech FM Ltd",,,Published,Accredited,y,y,25.5,Accredited,3.0,,Band D,05-04-2026,,Attempted Contact,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,,3.0,01-04-2025,Band D,1279.0,3.0,3,2026,01-04-2026
DI8154,01-03-2026,0,8.0,42.0,1568.0,8,7,9.5,9.5,True,False,09-01-2026,3,"OCS Group UK Limited, 2 Sisters Food Company Ltd, JFM Block & Estate Management",,20-03-2006,Membership Only,Failed- Renewal Questionnaire not received,y,n,25.0,Member Only,3.0,20.0,Band D,21-03-2026,,Intention to Proceed,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,4.0,3,2026,01-03-2026
AM7393,01-03-2026,0,8.0,42.5,1568.0,9,8,9.5,8.0,True,True,06-01-2026,3,"Rolls-Royce, Premier Foods Group Limited, Biffa Waste Services Limited",,25-03-2024,Vetting,Initial Questionnaire Received,y,y,25.5,In Progress,3.0,2.0,Band D,25-03-2026,,Contact Made,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,2,3.0,01-03-2025,Band D,1279.0,3.0,3,2026,01-03-2026
DT2225,01-03-2026,0,9.5,46.5,1568.0,9,9,9.5,9.5,True,True,09-01-2026,3,"Arcus FM, London Luton Airport, Next Retail Ltd",,17-03-2014,Published,Accredited,y,y,28.0,Accredited,3.0,12.0,Band D,17-03-2026,,Attempted Contact,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,2.0,3,2026,01-03-2026
OI4187,01-04-2026,0,8.0,42.5,30.0,8,9,9.5,8.0,True,False,10-02-2026,3,"CBRE, OCS Group UK Limited, North PB",,04-04-2024,Published,Accredited,y,n,27.0,Accredited,3.0,2.0,Band D,04-04-2026,,Contact Made,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,2,3.0,01-04-2025,Band D,1279.0,0.0,3,2026,01-04-2026
EC5913,01-03-2026,0,8.0,45.0,1568.0,9,9,9.5,9.5,True,True,09-01-2026,4,"Mitie, Workman LLP, VP Plc, Mecsia Group Limited",,27-03-2014,Published,Accredited,y,y,28.0,Accredited,3.0,12.0,Band D,31-03-2026,,Attempted Contact,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,3.0,3,2026,01-03-2026
FT3073,01-03-2026,0,8.0,43.5,1568.0,9,9,9.5,8.0,True,True,06-01-2026,3,"Briggs & Forrester Engineering Services, Briggs & Forrester Living Limited, Piggott & Whitfield Ltd",,18-03-2024,Published,Accredited,y,y,27.0,Accredited,3.0,2.0,Band D,18-03-2026,,Attempted Contact,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,2,3.0,01-03-2025,Band D,1279.0,1.0,3,2026,01-03-2026
HP0298,01-03-2026,0,9.5,46.5,1568.0,9,9,9.5,9.5,True,True,09-01-2026,3,"Mitie, British Gas, FIFM",,23-03-2012,Published,Accredited,y,y,28.0,Accredited,3.0,14.0,Band D,23-03-2026,,Intention to Proceed,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,4.0,3,2026,01-03-2026
CP3004,01-03-2026,0,9.5,46.5,1568.0,9,9,9.5,9.5,True,True,07-01-2026,4,"Stonegate Pub Company Limited, Lee Baron, Essity UK Ltd, Star Academies",,24-03-2016,Published,Accredited,y,y,28.0,Accredited,3.0,10.0,Band D,24-03-2026,,Contact Made,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,7.0,3,2026,01-03-2026
RB5854,01-03-2026,0,9.5,45.5,1568.0,8,9,9.5,9.5,True,False,07-01-2026,3,"FirstPort, Sodexo Limited, Touchstone",,19-03-2018,Published,Accredited,y,n,28.0,Accredited,3.0,8.0,Band D,19-03-2026,,Intention to Proceed (including auto email),1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,2.0,3,2026,01-03-2026
TM9315,01-03-2026,0,9.0,45.5,1568.0,9,9,9.5,9.0,True,True,07-01-2026,3,"Dalkia Ltd, Space Engineering Services, Briggs & Forrester Engineering Services",,17-03-2021,Published,Accredited,y,y,27.5,Accredited,3.0,5.0,Band D,17-03-2026,,Contact Made,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-03-2025,Band D,1279.0,3.0,3,2026,01-03-2026
SU4070,01-03-2026,0,9.5,44.5,1568.0,8,9,9.5,8.5,True,False,07-01-2026,5,"CBRE, Mitie, Serco Group Plc, Places For People Leisure, Briggs & Forrester Special Projects",,25-03-2022,Published,Accredited,y,n,27.5,Accredited,5.0,4.0,Band D,25-03-2026,,Contact Made Deciding,1726,345.2,2071.2,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1726,1568.0,4-9,4+,5.0,01-03-2025,Band D,1279.0,4.0,4-9,2026,01-03-2026
AX0272,01-04-2026,0,8.0,44.0,2358.0,8,9,9.5,9.5,True,False,11-02-2026,13,"JLL, Bellrock Group, Dalkia Ltd, Workman LLP, Knight Frank LLP, Colliers International, Caffe Nero Group Holding ltd, Anabas (UK2) Ltd, Peabody Trust, ORACLE MANAGED SERVICES, Kinleigh Ltd (Block Management Division), Virgin Active Ltd, DBR (London) Limited",,11-04-2003,Published,Accredited,y,n,28.0,Accredited,13.0,23.0,Band D,12-04-2026,,Contact Made,2358,471.6,2829.6,1214,140,135,2829.6,1214.0,140.0,135,,Open,UNKNOWN,2358,2358.0,10+,4+,13.0,01-04-2025,Band D,1279.0,13.0,10+,2026,01-04-2026
HP1150,01-04-2026,0,9.5,45.5,1726.0,8,9,9.5,9.5,True,False,11-02-2026,5,"Rendall & Rittner, VP Plc, Chubb Systems Ltd, JFM Block & Estate Management, Lee Baron",,25-04-2017,Published,Accredited,y,n,28.0,Accredited,5.0,9.0,Band D,25-04-2026,,Potential Lost Account,1726,345.2,2071.2,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,1726,1726.0,4-9,4+,5.0,01-04-2025,Band D,1279.0,3.0,4-9,2026,01-04-2026
DU7787,01-04-2026,0,8.0,45.0,2042.0,9,9,9.5,9.5,True,True,11-02-2026,9,"Mitie, Workman LLP, Knight Frank LLP, Jaguar Building Services Ltd, KCE FM Ltd, BGIS, Fidum PM, Anabas (UK2) Ltd, Mecsia Group Limited",,04-04-2008,Published,Accredited,y,y,28.0,Accredited,9.0,18.0,Band D,05-04-2026,,Attempted Contact,2042,408.4,2450.4,1214,140,135,2450.4,1214.0,140.0,135,,Open,UNKNOWN,2042,2042.0,4-9,4+,9.0,01-04-2025,Band D,1279.0,10.0,4-9,2026,01-04-2026
MU5428,01-05-2026,0,9.5,44.5,2437.0,8,8,9.5,9.5,True,False,10-03-2026,14,"CBRE, JLL, Rendall & Rittner, FirstPort, Bellrock Group, OCS Group UK Limited, The British Land Company PLC, Compleat Food Group, KCE FM Ltd, Bunzl Catering & Hospitality Division, EMCOR Group (UK) Plc, Jaguar Building Services Ltd, Ea-Rs Group Limited, SOWGA Ltd",,16-05-2012,Published,Accredited,y,n,28.0,Accredited,14.0,14.0,Band D,16-05-2026,,Contact Made,2437,487.4,2924.4,1214,140,135,2924.4,1214.0,140.0,135,,Open,UNKNOWN,2437,2437.0,10+,4+,14.0,01-05-2025,Band D,1279.0,15.0,10+,2026,01-05-2026
JQ5782,01-04-2026,0,9.5,45.5,2121.0,8,9,9.5,9.5,True,False,11-02-2026,10,"Mitie, FirstPort, Workman LLP, Bidwells LLP, Mecsia Group Limited, Oxford Direct Services Trading Limited, Lee Baron, Carter Jonas LLP, Savills Management Resources Ltd, British Sugar",,30-04-2007,Published,Accredited,y,n,28.0,Accredited,10.0,19.0,Band D,30-04-2026,,Intention to Proceed,2121,424.2,2545.2,1214,140,135,2545.2,1214.0,140.0,135,,Open,UNKNOWN,2121,2121.0,10+,4+,10.0,01-04-2025,Band D,1279.0,9.0,10+,2026,01-04-2026
FV5187,01-03-2026,0,8.0,45.0,1647.0,9,9,9.5,9.5,True,True,09-01-2026,4,"Mitie, Carter Jonas LLP, Chubb Systems Ltd, Trinity Fire & Security Systems Ltd",,31-03-2015,Published,Accredited,y,y,28.0,Accredited,4.0,11.0,Band D,31-03-2026,,Attempted Contact,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-03-2025,Band D,1279.0,4.0,4-9,2026,01-03-2026
GO2742,01-05-2026,0,9.5,45.5,1647.0,8,9,9.5,9.5,True,False,10-03-2026,4,"Knight Frank LLP, Priory Group, CHP Management Ltd, Hello Student Management Ltd",,21-05-2004,Published,Accredited,y,n,28.0,Accredited,10.0,22.0,Band D,21-05-2026,,Contact Made,2121,424.2,2545.2,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,2121,1647.0,10+,4+,10.0,01-05-2025,Band D,1279.0,13.0,10+,2026,01-05-2026
OF8392,01-04-2026,0,9.0,46.0,2911.0,9,9,9.5,9.5,True,True,11-02-2026,20,"CBRE, Mitie, FirstPort, Bellrock Group, OCS Group UK Limited, Sodexo Limited, Dalkia Ltd, Workman LLP, Serco Group Plc, Nestle UK Ltd, Anabas (UK2) Ltd, RMBI Care Company, William Jackson Food Group, Jaguar Building Services Ltd, BGIS, Digital Realty (UK) Limited, Helix Property Advisors, Bunzl Catering & Hospitality Division, Virtual FM Ltd, Envirotech FM Ltd",,04-04-2004,Published,Accredited,y,y,28.0,Accredited,20.0,22.0,Band D,05-04-2026,,Contact Made,2911,582.2,3493.2,1214,140,135,3493.2,1214.0,140.0,135,,Open,UNKNOWN,2911,2911.0,10+,4+,20.0,01-04-2025,Band D,1279.0,22.0,10+,2026,01-04-2026
FZ4562,01-03-2026,0,8.0,45.0,1805.0,9,9,9.5,9.5,True,True,09-01-2026,6,"Rendall & Rittner, Harris Evolution Limited, Martin House Hospice, RMG Property Management, The Abbeyfield Society, Priory Group",,27-03-2014,Published,Accredited,y,y,28.0,Accredited,6.0,12.0,Band D,27-03-2026,,Attempted Contact,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-03-2025,Band D,1279.0,5.0,4-9,2026,01-03-2026
KG8615,01-04-2026,0,8.0,45.0,1805.0,9,9,9.5,9.5,True,True,11-02-2026,6,"OCS Group UK Limited, Muller, Greencore, ABP UK, Adcock Refrigeration & Air Conditioning Ltd, Space Engineering Services",,15-04-2016,Published,Accredited,y,y,28.0,Accredited,6.0,10.0,Band D,15-04-2026,,Attempted Contact,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-04-2025,Band D,1279.0,9.0,4-9,2026,01-04-2026
OV6132,01-04-2026,0,8.0,44.0,1884.0,8,9,9.5,9.5,True,False,11-02-2026,8,"CBRE, OCS Group UK Limited, Serco Group Plc, Essity UK Ltd, Robert McBride, AkzoNobel, Premier Technical Services Group Ltd, AB Agri",,01-12-2008,Published,Accredited,y,n,28.0,Accredited,7.0,18.0,Band D,12-04-2026,,Intention to Proceed,1884,376.8,2260.8,1214,140,135,2260.8,1214.0,140.0,135,,Open,UNKNOWN,1884,1884.0,4-9,4+,7.0,01-04-2025,Band D,1279.0,7.0,4-9,2026,01-04-2026
RL5246,01-03-2026,0,8.0,45.0,1647.0,9,9,9.5,9.5,True,True,09-01-2026,4,"Lifting Gear UK Group Ltd, ERIKS UK Holdings Limited, Linde Material Handling Ltd, British Gypsum",,19-03-2013,Published,Accredited,y,y,28.0,Accredited,4.0,13.0,Band D,19-03-2026,,Attempted Contact,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-03-2025,Band D,1279.0,3.0,4-9,2026,01-03-2026
CD9021,01-03-2026,0,8.0,45.0,2042.0,9,9,9.5,9.5,True,True,09-01-2026,8,"Places For People Leisure, Compass Group (Contractors), Hovis Limited, JFM Block & Estate Management, Digital Realty (UK) Limited, RMG Property Management, Paradigm Housing Group, The Abbeyfield Society",,19-03-2008,Published,Accredited,y,y,28.0,Accredited,9.0,18.0,Band D,19-03-2026,,Attempted Contact,2042,408.4,2450.4,1214,140,135,2450.4,1214.0,140.0,135,,Open,UNKNOWN,2042,2042.0,4-9,4+,9.0,01-03-2025,Band D,1279.0,11.0,4-9,2026,01-03-2026
DO3841,01-04-2026,0,9.5,45.5,2358.0,8,9,9.5,9.5,True,False,11-02-2026,13,"CBRE, Mitie, Rendall & Rittner, FirstPort, OCS Group UK Limited, Sodexo Limited, Dalkia Ltd, Vital Energi Ltd, Redpath Bruce, The North British Distillery Company Ltd, Konecranes Demag UK Ltd, Mecsia Group Limited, Lambert Smith Hampton Commercial Belfast",,20-04-2010,Published,Accredited,y,n,28.0,Accredited,13.0,16.0,Band D,21-04-2026,,Contact Made Deciding,2358,471.6,2829.6,1214,140,135,2829.6,1214.0,140.0,135,,Open,UNKNOWN,2358,2358.0,10+,4+,13.0,01-04-2025,Band D,1279.0,14.0,10+,2026,01-04-2026
DX9919,01-03-2026,0,8.0,44.0,1726.0,8,9,9.5,9.5,True,False,09-01-2026,14,"Mitie, Nestle UK Ltd, Biffa Waste Services Limited, British Sugar, Linde Material Handling Ltd, Hexcel Composites Ltd, Compleat Food Group, Muller, Brenntag UK Limited, Yusen Logistics, The Royal Mint, Konecranes Demag UK Ltd, ERIKS UK Holdings Limited, Greencore",,22-03-2010,Published,Accredited,y,n,28.0,Accredited,14.0,16.0,Band D,23-03-2026,,Contact Made Deciding,2437,487.4,2924.4,1214,140,135,2071.2,1214.0,140.0,135,,Open,UNKNOWN,2437,1726.0,10+,4+,14.0,01-03-2025,Band D,1279.0,14.0,10+,2026,01-03-2026
DZ7233,01-03-2026,0,8.0,44.0,1805.0,8,9,9.5,9.5,True,True,09-01-2026,6,"Mitie, Vital Energi Ltd, Singleton Birch Ltd, Innovia Films, Heineken UK Ltd, Futamura Chemical UK Ltd",,20-03-2014,Renewal Process,Renewal Questionnaire Sent,n,n,28.0,Accredited,6.0,12.0,Band D,20-03-2026,,Payment En Route,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-03-2025,Band D,1279.0,4.0,4-9,2026,01-03-2026
CD6064,01-03-2026,0,8.0,44.0,2042.0,8,9,9.5,9.5,True,False,07-01-2026,10,"CBRE, Mitie, Bellrock Group, Knight Frank LLP, Gatwick Airport, Harris Evolution Limited, The Celtic Manor Resort, Trane UK Limited, Bristol Airport, Mecsia Group Limited",,21-03-2019,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,9.0,7.0,Band D,21-03-2026,,Attempted Contact,2042,408.4,2450.4,1214,140,135,2450.4,1214.0,140.0,135,,Open,UNKNOWN,2042,2042.0,4-9,4+,9.0,01-03-2025,Band D,1279.0,8.0,4-9,2026,01-03-2026
ZC0150,01-03-2026,0,9.0,45.0,2121.0,8,9,9.5,9.5,True,False,09-01-2026,10,"Mitie, OCS Group UK Limited, Workman LLP, Knight Frank LLP, Savills UK Limited, The Celtic Manor Resort, BGIS, GKN Aerospace Services Limited, Liverpool ONE, Bristol Airport",,07-09-2001,Renewal Process,Renewal Questionnaire Sent,y,n,28.0,Accredited,10.0,25.0,Band D,03-03-2026,,Intention to Proceed,2121,424.2,2545.2,1214,140,135,2545.2,1214.0,140.0,135,,Open,UNKNOWN,2121,2121.0,10+,4+,10.0,01-03-2025,Band D,1279.0,10.0,10+,2026,01-03-2026
OW2566,01-04-2026,0,8.0,44.5,1805.0,9,9,9.5,9.0,True,True,11-02-2026,6,"CBRE, Lookers Motor Group Limited, City Facilities Management Holding (UK) Limited, Phosters (FM) Limited, Hovis Limited, Dale Farm Ltd",,06-04-2020,Published,Accredited,y,y,27.5,Accredited,6.0,6.0,Band D,06-04-2026,,Contact Made,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-04-2025,Band D,1279.0,4.0,4-9,2026,01-04-2026
NW4494,01-03-2026,0,9.5,46.5,1647.0,9,9,9.5,9.5,True,True,06-01-2026,4,"CBRE, Mitie, OCS Group UK Limited, Rank Leisure Holdings Limited",,29-03-2017,Renewal Process,Renewal report sent - Awaiting information,y,y,26.5,In Progress,4.0,9.0,Band D,29-03-2026,,Contact Made,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-03-2025,Band D,1279.0,5.0,4-9,2026,01-03-2026
PL6456,01-04-2026,0,9.0,45.0,1647.0,8,9,9.5,9.5,True,False,11-02-2026,4,"Knight Frank LLP, Nestle UK Ltd, Virtual FM Ltd, Inco Contracts Limited",,25-04-2019,Renewal Process,Renewal Questionnaire Received,y,n,28.0,Accredited,4.0,7.0,Band D,25-04-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-04-2025,Band D,1279.0,3.0,4-9,2026,01-04-2026
BF5716,01-04-2026,0,9.0,42.5,1568.0,8,7,9.5,9.0,True,False,11-02-2026,3,"Knight Frank LLP, Shaw Healthcare LTD, Cardiff University",,02-04-2020,Membership Only,Failed- Renewal Additional Information Not Received,y,n,24.5,Member Only,3.0,6.0,Band D,02-04-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-04-2025,Band D,1279.0,3.0,3,2026,01-04-2026
WB5265,01-04-2026,0,9.5,46.5,1647.0,9,9,9.5,9.5,True,True,11-02-2026,4,"CBRE, Mitie, OCS Group UK Limited, British Gas",,19-04-2013,Renewal Process,Renewal Questionnaire Received,y,y,28.0,Accredited,4.0,13.0,Band D,19-04-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-04-2025,Band D,1279.0,4.0,4-9,2026,01-04-2026
AB0407,01-04-2026,0,8.0,43.5,1647.0,9,8,9.5,9.0,True,True,11-02-2026,4,"CBRE, OCS Group UK Limited, Finsbury Foods Group Plc, ORACLE MANAGED SERVICES",,23-04-2021,Renewal Process,Renewal Questionnaire Received,y,y,26.0,In Progress,4.0,5.0,Band D,23-04-2026,,Renewal Proforma Sent,1647,329.4,1976.4,1214,140,135,1976.4,1214.0,140.0,135,,Open,UNKNOWN,1647,1647.0,4-9,4+,4.0,01-04-2025,Band D,1279.0,4.0,4-9,2026,01-04-2026
LT7394,01-04-2026,0,9.0,46.0,1568.0,9,9,9.5,9.5,True,True,11-02-2026,3,"FirstPort, DS Smith UK Limited, British Sugar",,29-04-2009,Renewal Process,Renewal Questionnaire Sent,y,y,28.0,Accredited,3.0,17.0,Band D,30-04-2026,,Renewal Proforma Sent,1568,313.6,1881.6,1214,140,135,1881.6,1214.0,140.0,135,,Open,UNKNOWN,1568,1568.0,3,4+,3.0,01-04-2025,Band D,1279.0,4.0,3,2026,01-04-2026
YH2505,01-04-2026,0,9.5,45.0,1805.0,8,9,9.5,9.0,True,False,11-02-2026,6,"Notting Hill Genesis, Workplace Future Group Limited, Arcus FM, Circle Health Group, Cast Interiors, Places For People Leisure",,28-04-2021,Suspended,SUSPENDED - SSiP Expired,y,n,24.5,Member Only,6.0,5.0,Band D,28-04-2026,,Renewal Proforma Sent,1805,361.0,2166.0,1214,140,135,2166.0,1214.0,140.0,135,,Open,UNKNOWN,1805,1805.0,4-9,4+,6.0,01-04-2025,Band D,1279.0,8.0,4-9,2026,01-04-2026
